Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Covered_Recipient_NPI,Total_Opioid_Payments
PFIZER INC.,1528051257.0,25.020000000000003
PFIZER INC.,1528066180.0,37.88
PFIZER INC.,1528407392.0,11.28
PFIZER INC.,1538113360.0,10.48
PFIZER INC.,1548203839.0,160.28
PFIZER INC.,1548422694.0,27.28
PFIZER INC.,1548523244.0,38.300000000000004
PFIZER INC.,1558351692.0,158.3
PFIZER INC.,1558361790.0,103.78
PFIZER INC.,1558463232.0,11.08
PFIZER INC.,1578528410.0,12.98
PFIZER INC.,1578529210.0,11.65
PFIZER INC.,1578556536.0,73.25
PFIZER INC.,1578823605.0,26.32
PFIZER INC.,1588638894.0,10.94
PFIZER INC.,1588649701.0,96.42999999999999
PFIZER INC.,1588811194.0,12.39
PFIZER INC.,1588861710.0,96.83
PFIZER INC.,1598853301.0,46.1
PFIZER INC.,1609856723.0,15.42
PFIZER INC.,1619975984.0,109.33
PFIZER INC.,1629008172.0,106.00999999999999
PFIZER INC.,1629066329.0,628.14
PFIZER INC.,1629097571.0,23.35
PFIZER INC.,1639161961.0,78.48
PFIZER INC.,1639162241.0,34.7
PFIZER INC.,1639258205.0,10.94
PFIZER INC.,1639366727.0,31.490000000000002
PFIZER INC.,1649276668.0,96.83
PFIZER INC.,1649429986.0,45.959999999999994
PFIZER INC.,1669402111.0,136.3
PFIZER INC.,1669460481.0,197.44
PFIZER INC.,1669481578.0,21.9
PFIZER INC.,1679537567.0,14.5
PFIZER INC.,1679540140.0,54.99
PFIZER INC.,1679789010.0,11.07
PFIZER INC.,1689901324.0,10.86
PFIZER INC.,1699708099.0,30.090000000000003
PFIZER INC.,1699748459.0,87.0
PFIZER INC.,1700826690.0,10.69
PFIZER INC.,1700854478.0,13.08
PFIZER INC.,1700913456.0,176.92
PFIZER INC.,1710132139.0,14.69
PFIZER INC.,1710243787.0,13.53
PFIZER INC.,1720375793.0,125.85
PFIZER INC.,1730147273.0,38.88
PFIZER INC.,1730167776.0,26.78
PFIZER INC.,1750320461.0,16.65
PFIZER INC.,1750351003.0,54.89
PFIZER INC.,1760431548.0,12.02
PFIZER INC.,1760531545.0,12.73
PFIZER INC.,1760589824.0,30.56
PFIZER INC.,1760638050.0,18.490000000000002
PFIZER INC.,1770520827.0,56.05
PFIZER INC.,1770558413.0,21.84
PFIZER INC.,1770563645.0,108.17
PFIZER INC.,1780682815.0,28.08
PFIZER INC.,1780738633.0,96.83
PFIZER INC.,1780817585.0,29.29
PFIZER INC.,1780849281.0,37.04
PFIZER INC.,1790825040.0,17.41
PFIZER INC.,1801810247.0,39.25
PFIZER INC.,1801824354.0,54.76
PFIZER INC.,1811997851.0,13.459999999999999
PFIZER INC.,1821013079.0,29.099999999999998
PFIZER INC.,1831165869.0,14.74
PFIZER INC.,1831191089.0,10.94
PFIZER INC.,1841255643.0,24.450000000000003
PFIZER INC.,1861462798.0,157.61
PFIZER INC.,1861484545.0,56.519999999999996
PFIZER INC.,1861494023.0,32.19
PFIZER INC.,1861710980.0,96.83
PFIZER INC.,1881647808.0,12.21
PFIZER INC.,1881693109.0,2504.28
PFIZER INC.,1891008942.0,10.69
PFIZER INC.,1891846614.0,15.1
PFIZER INC.,1902049695.0,56.190000000000005
PFIZER INC.,1902805252.0,11.13
PFIZER INC.,1902901135.0,205.74
PFIZER INC.,1912907130.0,10.38
PFIZER INC.,1922158849.0,91.92
PFIZER INC.,1922196724.0,101.45
PFIZER INC.,1922267327.0,144.54
PFIZER INC.,1932107588.0,43.98
PFIZER INC.,1932140936.0,19.94
PFIZER INC.,1932362944.0,34.6
PFIZER INC.,1952341398.0,11.18
PFIZER INC.,1952398604.0,117.87
PFIZER INC.,1952561631.0,132.5
PFIZER INC.,1972815132.0,48.03
PFIZER INC.,1982606182.0,21.73
PFIZER INC.,1982626818.0,13.18
PFIZER INC.,1992798813.0,23.58
"Pernix Therapeutics Holdings, Inc.",1013295856.0,10.97
"Pernix Therapeutics Holdings, Inc.",1023174034.0,31.56
"Pernix Therapeutics Holdings, Inc.",1023209533.0,14.0
"Pernix Therapeutics Holdings, Inc.",1023245883.0,89.64
"Pernix Therapeutics Holdings, Inc.",1033111778.0,146.0
"Pernix Therapeutics Holdings, Inc.",1033327309.0,26.82
"Pernix Therapeutics Holdings, Inc.",1053434399.0,10.97
"Pernix Therapeutics Holdings, Inc.",1083051841.0,11.4
"Pernix Therapeutics Holdings, Inc.",1083607840.0,166.99
"Pernix Therapeutics Holdings, Inc.",1083614192.0,29.17
"Pernix Therapeutics Holdings, Inc.",1083689301.0,77.66
"Pernix Therapeutics Holdings, Inc.",1104020858.0,14.62
"Pernix Therapeutics Holdings, Inc.",1104810860.0,11.11
"Pernix Therapeutics Holdings, Inc.",1114102910.0,139.47
"Pernix Therapeutics Holdings, Inc.",1114185402.0,15.33
"Pernix Therapeutics Holdings, Inc.",1124029368.0,34.19
"Pernix Therapeutics Holdings, Inc.",1124065966.0,17.38
"Pernix Therapeutics Holdings, Inc.",1124137088.0,103.74000000000001
"Pernix Therapeutics Holdings, Inc.",1134192610.0,37.86
"Pernix Therapeutics Holdings, Inc.",1134196132.0,27.16
"Pernix Therapeutics Holdings, Inc.",1134276736.0,11.24
"Pernix Therapeutics Holdings, Inc.",1144532748.0,43.01
"Pernix Therapeutics Holdings, Inc.",1144586439.0,15.36
"Pernix Therapeutics Holdings, Inc.",1154301927.0,11.25
"Pernix Therapeutics Holdings, Inc.",1154335321.0,24.689999999999998
"Pernix Therapeutics Holdings, Inc.",1154396802.0,13.59
"Pernix Therapeutics Holdings, Inc.",1154532612.0,46.81
"Pernix Therapeutics Holdings, Inc.",1164410833.0,16.17
"Pernix Therapeutics Holdings, Inc.",1164434015.0,10.6
"Pernix Therapeutics Holdings, Inc.",1164636676.0,54.2
"Pernix Therapeutics Holdings, Inc.",1174740419.0,19.37
"Pernix Therapeutics Holdings, Inc.",1174751929.0,174.15
"Pernix Therapeutics Holdings, Inc.",1184642407.0,18.92
"Pernix Therapeutics Holdings, Inc.",1205837051.0,57.370000000000005
"Pernix Therapeutics Holdings, Inc.",1205883139.0,14.5
"Pernix Therapeutics Holdings, Inc.",1215984760.0,11.4
"Pernix Therapeutics Holdings, Inc.",1215990585.0,14.83
"Pernix Therapeutics Holdings, Inc.",1225021439.0,13.96
"Pernix Therapeutics Holdings, Inc.",1225144520.0,105.72
"Pernix Therapeutics Holdings, Inc.",1225181811.0,19.2
"Pernix Therapeutics Holdings, Inc.",1235215567.0,26.25
"Pernix Therapeutics Holdings, Inc.",1235224841.0,26.25
"Pernix Therapeutics Holdings, Inc.",1245214337.0,17.63
"Pernix Therapeutics Holdings, Inc.",1245225473.0,69.71
"Pernix Therapeutics Holdings, Inc.",1245285741.0,12.5
"Pernix Therapeutics Holdings, Inc.",1245394295.0,15.23
"Pernix Therapeutics Holdings, Inc.",1255316386.0,14.0
"Pernix Therapeutics Holdings, Inc.",1265425706.0,12.5
"Pernix Therapeutics Holdings, Inc.",1265548648.0,10.83
"Pernix Therapeutics Holdings, Inc.",1275565582.0,874.0699999999999
"Pernix Therapeutics Holdings, Inc.",1275585481.0,44.010000000000005
"Pernix Therapeutics Holdings, Inc.",1285847699.0,11.94
"Pernix Therapeutics Holdings, Inc.",1295702330.0,27.16
"Pernix Therapeutics Holdings, Inc.",1295723047.0,37.82
"Pernix Therapeutics Holdings, Inc.",1295728285.0,25.01
"Pernix Therapeutics Holdings, Inc.",1295733301.0,11.26
"Pernix Therapeutics Holdings, Inc.",1295774503.0,11.25
"Pernix Therapeutics Holdings, Inc.",1295931038.0,15.0
"Pernix Therapeutics Holdings, Inc.",1306832662.0,14.12
"Pernix Therapeutics Holdings, Inc.",1326023888.0,73.93
"Pernix Therapeutics Holdings, Inc.",1326093352.0,43.86
"Pernix Therapeutics Holdings, Inc.",1336159508.0,115.74
"Pernix Therapeutics Holdings, Inc.",1346283637.0,29.4
"Pernix Therapeutics Holdings, Inc.",1356374193.0,23.71
"Pernix Therapeutics Holdings, Inc.",1356458574.0,17.03
"Pernix Therapeutics Holdings, Inc.",1366448391.0,14.54
"Pernix Therapeutics Holdings, Inc.",1366494296.0,18094.47
"Pernix Therapeutics Holdings, Inc.",1366563744.0,7468.38
"Pernix Therapeutics Holdings, Inc.",1366714388.0,55.28
"Pernix Therapeutics Holdings, Inc.",1366866006.0,16.03
"Pernix Therapeutics Holdings, Inc.",1376524520.0,12.5
"Pernix Therapeutics Holdings, Inc.",1386604650.0,15.36
"Pernix Therapeutics Holdings, Inc.",1386955326.0,32.42
"Pernix Therapeutics Holdings, Inc.",1396780409.0,106.48
"Pernix Therapeutics Holdings, Inc.",1407267099.0,40.03
"Pernix Therapeutics Holdings, Inc.",1417224684.0,14.87
"Pernix Therapeutics Holdings, Inc.",1417915810.0,25.75
"Pernix Therapeutics Holdings, Inc.",1417937715.0,13.2
"Pernix Therapeutics Holdings, Inc.",1427024728.0,35.46
"Pernix Therapeutics Holdings, Inc.",1427056555.0,235.3
"Pernix Therapeutics Holdings, Inc.",1427080571.0,257.86
"Pernix Therapeutics Holdings, Inc.",1437124468.0,94.57
"Pernix Therapeutics Holdings, Inc.",1437166816.0,38.89
"Pernix Therapeutics Holdings, Inc.",1437288776.0,43.54
"Pernix Therapeutics Holdings, Inc.",1447220272.0,34.22
"Pernix Therapeutics Holdings, Inc.",1447419981.0,11.85
"Pernix Therapeutics Holdings, Inc.",1457470429.0,50.510000000000005
"Pernix Therapeutics Holdings, Inc.",1477583920.0,14.62
"Pernix Therapeutics Holdings, Inc.",1477628733.0,28.549999999999997
"Pernix Therapeutics Holdings, Inc.",1487668174.0,25.83
"Pernix Therapeutics Holdings, Inc.",1487966073.0,10.83
"Pernix Therapeutics Holdings, Inc.",1497738934.0,122.96
"Pernix Therapeutics Holdings, Inc.",1497754519.0,39.43
"Pernix Therapeutics Holdings, Inc.",1497803514.0,28.41
"Pernix Therapeutics Holdings, Inc.",1508184953.0,72.61
"Pernix Therapeutics Holdings, Inc.",1508807330.0,17.12
"Pernix Therapeutics Holdings, Inc.",1508833062.0,12.42
"Pernix Therapeutics Holdings, Inc.",1508854274.0,120.75
"Pernix Therapeutics Holdings, Inc.",1508875774.0,12.48
"Pernix Therapeutics Holdings, Inc.",1508987892.0,109.43
"Pernix Therapeutics Holdings, Inc.",1518054204.0,55.28
"Pernix Therapeutics Holdings, Inc.",1518056472.0,148.29
"Pernix Therapeutics Holdings, Inc.",1528066180.0,41.08
"Pernix Therapeutics Holdings, Inc.",1528082930.0,14.98
"Pernix Therapeutics Holdings, Inc.",1528407392.0,89.43
"Pernix Therapeutics Holdings, Inc.",1538113360.0,10.9
"Pernix Therapeutics Holdings, Inc.",1548201700.0,12.83
"Pernix Therapeutics Holdings, Inc.",1548247679.0,11.94
"Pernix Therapeutics Holdings, Inc.",1548380124.0,252.57999999999998
"Pernix Therapeutics Holdings, Inc.",1548425093.0,24.5
"Pernix Therapeutics Holdings, Inc.",1558306670.0,24.560000000000002
"Pernix Therapeutics Holdings, Inc.",1558324814.0,14.83
"Pernix Therapeutics Holdings, Inc.",1558361790.0,28.759999999999998
"Pernix Therapeutics Holdings, Inc.",1568515161.0,19.2
"Pernix Therapeutics Holdings, Inc.",1578546024.0,19.0
"Pernix Therapeutics Holdings, Inc.",1578556536.0,36.91
"Pernix Therapeutics Holdings, Inc.",1578556551.0,10.46
"Pernix Therapeutics Holdings, Inc.",1578569455.0,15.23
"Pernix Therapeutics Holdings, Inc.",1578639381.0,54.2
"Pernix Therapeutics Holdings, Inc.",1578823605.0,51.09
"Pernix Therapeutics Holdings, Inc.",1588638894.0,12.65
"Pernix Therapeutics Holdings, Inc.",1588649701.0,6884.9
"Pernix Therapeutics Holdings, Inc.",1588767180.0,10.97
"Pernix Therapeutics Holdings, Inc.",1588861710.0,256.73
"Pernix Therapeutics Holdings, Inc.",1598056293.0,70.23
"Pernix Therapeutics Holdings, Inc.",1598831760.0,10.6
"Pernix Therapeutics Holdings, Inc.",1598853301.0,28.92
"Pernix Therapeutics Holdings, Inc.",1598868879.0,51.34
"Pernix Therapeutics Holdings, Inc.",1598980724.0,17.99
"Pernix Therapeutics Holdings, Inc.",1609080175.0,11.74
"Pernix Therapeutics Holdings, Inc.",1609218759.0,11.4
"Pernix Therapeutics Holdings, Inc.",1609856723.0,17.79
"Pernix Therapeutics Holdings, Inc.",1619932936.0,11.66
"Pernix Therapeutics Holdings, Inc.",1629019211.0,11.12
"Pernix Therapeutics Holdings, Inc.",1629066329.0,36.71
"Pernix Therapeutics Holdings, Inc.",1629082763.0,41.36
"Pernix Therapeutics Holdings, Inc.",1639118458.0,12.35
"Pernix Therapeutics Holdings, Inc.",1639366727.0,10.71
"Pernix Therapeutics Holdings, Inc.",1639460132.0,26.52
"Pernix Therapeutics Holdings, Inc.",1649341983.0,12.39
"Pernix Therapeutics Holdings, Inc.",1649478983.0,87.97
"Pernix Therapeutics Holdings, Inc.",1669457982.0,22.57
"Pernix Therapeutics Holdings, Inc.",1669460481.0,177.76999999999998
"Pernix Therapeutics Holdings, Inc.",1669481578.0,31.45
"Pernix Therapeutics Holdings, Inc.",1679540140.0,44.66
"Pernix Therapeutics Holdings, Inc.",1679789010.0,22.46
"Pernix Therapeutics Holdings, Inc.",1700854478.0,14.66
"Pernix Therapeutics Holdings, Inc.",1700913456.0,22.14
"Pernix Therapeutics Holdings, Inc.",1710243787.0,31.46
"Pernix Therapeutics Holdings, Inc.",1720074487.0,18.3
"Pernix Therapeutics Holdings, Inc.",1720375793.0,87.28
"Pernix Therapeutics Holdings, Inc.",1730167776.0,48.51
"Pernix Therapeutics Holdings, Inc.",1740275304.0,14.11
"Pernix Therapeutics Holdings, Inc.",1740287127.0,14.68
"Pernix Therapeutics Holdings, Inc.",1740296615.0,12.75
"Pernix Therapeutics Holdings, Inc.",1750351003.0,54.69
"Pernix Therapeutics Holdings, Inc.",1750573812.0,13.21
"Pernix Therapeutics Holdings, Inc.",1760478424.0,14.11
"Pernix Therapeutics Holdings, Inc.",1760531545.0,15.34
"Pernix Therapeutics Holdings, Inc.",1770552762.0,16.84
"Pernix Therapeutics Holdings, Inc.",1770558413.0,11.88
"Pernix Therapeutics Holdings, Inc.",1780767319.0,84.61000000000001
"Pernix Therapeutics Holdings, Inc.",1790047249.0,12.35
"Pernix Therapeutics Holdings, Inc.",1790714970.0,14.62
"Pernix Therapeutics Holdings, Inc.",1790764207.0,10.76
"Pernix Therapeutics Holdings, Inc.",1801810247.0,63.14
"Pernix Therapeutics Holdings, Inc.",1801824354.0,15.34
"Pernix Therapeutics Holdings, Inc.",1811000631.0,19.03
"Pernix Therapeutics Holdings, Inc.",1811950678.0,25.01
"Pernix Therapeutics Holdings, Inc.",1811960560.0,54.2
"Pernix Therapeutics Holdings, Inc.",1821127721.0,15.07
"Pernix Therapeutics Holdings, Inc.",1821392986.0,51.019999999999996
"Pernix Therapeutics Holdings, Inc.",1831191089.0,11.75
"Pernix Therapeutics Holdings, Inc.",1831197946.0,75.4
"Pernix Therapeutics Holdings, Inc.",1831199975.0,12.5
"Pernix Therapeutics Holdings, Inc.",1831202654.0,19.03
"Pernix Therapeutics Holdings, Inc.",1831214535.0,16.87
"Pernix Therapeutics Holdings, Inc.",1831313352.0,48.27
"Pernix Therapeutics Holdings, Inc.",1841255643.0,55.19
"Pernix Therapeutics Holdings, Inc.",1851318307.0,43.6
"Pernix Therapeutics Holdings, Inc.",1851356372.0,12.82
"Pernix Therapeutics Holdings, Inc.",1861438103.0,14.62
"Pernix Therapeutics Holdings, Inc.",1861462798.0,39.7
"Pernix Therapeutics Holdings, Inc.",1861484545.0,18.42
"Pernix Therapeutics Holdings, Inc.",1861710980.0,111.96000000000001
"Pernix Therapeutics Holdings, Inc.",1871820050.0,23.71
"Pernix Therapeutics Holdings, Inc.",1881628154.0,15.23
"Pernix Therapeutics Holdings, Inc.",1881691541.0,10.35
"Pernix Therapeutics Holdings, Inc.",1902049695.0,45.91
"Pernix Therapeutics Holdings, Inc.",1902898174.0,10.9
"Pernix Therapeutics Holdings, Inc.",1902901135.0,59.34
"Pernix Therapeutics Holdings, Inc.",1912907130.0,30.62
"Pernix Therapeutics Holdings, Inc.",1912968702.0,11.0
"Pernix Therapeutics Holdings, Inc.",1922267327.0,62.09
"Pernix Therapeutics Holdings, Inc.",1932107588.0,29.23
"Pernix Therapeutics Holdings, Inc.",1932149929.0,64.96
"Pernix Therapeutics Holdings, Inc.",1932362944.0,49.230000000000004
"Pernix Therapeutics Holdings, Inc.",1942277561.0,17.99
"Pernix Therapeutics Holdings, Inc.",1952398604.0,19.61
"Pernix Therapeutics Holdings, Inc.",1952400475.0,49.19
"Pernix Therapeutics Holdings, Inc.",1962653998.0,12.75
"Pernix Therapeutics Holdings, Inc.",1972728145.0,13.67
"Pernix Therapeutics Holdings, Inc.",1982606182.0,11.72
"Pernix Therapeutics Holdings, Inc.",1982626818.0,15.74
"Pernix Therapeutics Holdings, Inc.",1992091888.0,15.82
"Pernix Therapeutics Holdings, Inc.",1992790927.0,12.96
"Pernix Therapeutics Holdings, Inc.",1992825459.0,42.7
Purdue Pharma L.P.,1003022500.0,129.36
Purdue Pharma L.P.,1003120213.0,209.36
Purdue Pharma L.P.,1003143280.0,28.53
Purdue Pharma L.P.,1003171141.0,12.75
Purdue Pharma L.P.,1003296245.0,12.22
Purdue Pharma L.P.,1003807546.0,46.75
Purdue Pharma L.P.,1003876947.0,102.12
Purdue Pharma L.P.,1003894700.0,14.82
Purdue Pharma L.P.,1003992876.0,31.13
Purdue Pharma L.P.,1013064377.0,34.019999999999996
Purdue Pharma L.P.,1013295856.0,15.14
Purdue Pharma L.P.,1013371574.0,12.58
Purdue Pharma L.P.,1013914605.0,30.0
Purdue Pharma L.P.,1013918440.0,27.92
Purdue Pharma L.P.,1013985936.0,10.63
Purdue Pharma L.P.,1013998467.0,60.95
Purdue Pharma L.P.,1023026713.0,24.65
Purdue Pharma L.P.,1023209533.0,22.66
Purdue Pharma L.P.,1023218815.0,11.89
Purdue Pharma L.P.,1023245883.0,127.61
Purdue Pharma L.P.,1023259801.0,12.51
Purdue Pharma L.P.,1023371762.0,46.07
Purdue Pharma L.P.,1033104484.0,15.6
Purdue Pharma L.P.,1033105382.0,12.17
Purdue Pharma L.P.,1033110515.0,13.79
Purdue Pharma L.P.,1033111778.0,239.97
Purdue Pharma L.P.,1033137971.0,16.27
Purdue Pharma L.P.,1033146154.0,16.0
Purdue Pharma L.P.,1033327309.0,25.270000000000003
Purdue Pharma L.P.,1043202138.0,11.37
Purdue Pharma L.P.,1043205370.0,13.19
Purdue Pharma L.P.,1043213465.0,41.4
Purdue Pharma L.P.,1043255003.0,138.96
Purdue Pharma L.P.,1043277668.0,14.19
Purdue Pharma L.P.,1053315523.0,87.85
Purdue Pharma L.P.,1053317438.0,32.55
Purdue Pharma L.P.,1053327106.0,36.31
Purdue Pharma L.P.,1053349480.0,121.87
Purdue Pharma L.P.,1053351924.0,25.28
Purdue Pharma L.P.,1053391854.0,17.72
Purdue Pharma L.P.,1053434399.0,63.44
Purdue Pharma L.P.,1053520361.0,13.63
Purdue Pharma L.P.,1053632471.0,59.94
Purdue Pharma L.P.,1063403475.0,17.43
Purdue Pharma L.P.,1063419414.0,11.99
Purdue Pharma L.P.,1063427797.0,34.68
Purdue Pharma L.P.,1063488781.0,127.22
Purdue Pharma L.P.,1063501559.0,56.57
Purdue Pharma L.P.,1073507943.0,11.09
Purdue Pharma L.P.,1073515375.0,207.74
Purdue Pharma L.P.,1073544375.0,34.45
Purdue Pharma L.P.,1073587515.0,29.549999999999997
Purdue Pharma L.P.,1073594107.0,16.17
Purdue Pharma L.P.,1073769170.0,19.58
Purdue Pharma L.P.,1073771515.0,106.56
Purdue Pharma L.P.,1083607840.0,164.25
Purdue Pharma L.P.,1083614192.0,14.39
Purdue Pharma L.P.,1083620116.0,65.44
Purdue Pharma L.P.,1083647564.0,21.82
Purdue Pharma L.P.,1083652812.0,12.15
Purdue Pharma L.P.,1083677215.0,11.53
Purdue Pharma L.P.,1083689301.0,147.56
Purdue Pharma L.P.,1083891378.0,13.13
Purdue Pharma L.P.,1083960124.0,12.97
Purdue Pharma L.P.,1093713968.0,25.689999999999998
Purdue Pharma L.P.,1093731341.0,19.81
Purdue Pharma L.P.,1093734436.0,30.18
Purdue Pharma L.P.,1093751034.0,25.02
Purdue Pharma L.P.,1093756207.0,14.46
Purdue Pharma L.P.,1093766156.0,19.1
Purdue Pharma L.P.,1093796625.0,32.19
Purdue Pharma L.P.,1093833311.0,19.68
Purdue Pharma L.P.,1093892192.0,80.72
Purdue Pharma L.P.,1093911588.0,74.17999999999999
Purdue Pharma L.P.,1093936437.0,35.75
Purdue Pharma L.P.,1104020858.0,17.17
Purdue Pharma L.P.,1104084144.0,11.9
Purdue Pharma L.P.,1104267830.0,41.26
Purdue Pharma L.P.,1104802651.0,15.2
Purdue Pharma L.P.,1104806470.0,13.09
Purdue Pharma L.P.,1104820687.0,12.89
Purdue Pharma L.P.,1104824119.0,30.1
Purdue Pharma L.P.,1104842434.0,24.439999999999998
Purdue Pharma L.P.,1104856657.0,101.03999999999999
Purdue Pharma L.P.,1104869031.0,194.19
Purdue Pharma L.P.,1104896877.0,44.17
Purdue Pharma L.P.,1104897172.0,18.86
Purdue Pharma L.P.,1104912476.0,27.990000000000002
Purdue Pharma L.P.,1104969708.0,78.95
Purdue Pharma L.P.,1114102910.0,108.15
Purdue Pharma L.P.,1114185402.0,61.900000000000006
Purdue Pharma L.P.,1114189792.0,42.21
Purdue Pharma L.P.,1114227683.0,68.75
Purdue Pharma L.P.,1114273893.0,154.26
Purdue Pharma L.P.,1114289865.0,19.58
Purdue Pharma L.P.,1114908712.0,17.61
Purdue Pharma L.P.,1114925831.0,22.74
Purdue Pharma L.P.,1114932829.0,242.4
Purdue Pharma L.P.,1124009188.0,64.79
Purdue Pharma L.P.,1124013511.0,11.01
Purdue Pharma L.P.,1124015367.0,99.08
Purdue Pharma L.P.,1124016878.0,32.739999999999995
Purdue Pharma L.P.,1124021605.0,28.060000000000002
Purdue Pharma L.P.,1124051669.0,24.439999999999998
Purdue Pharma L.P.,1124065966.0,18.68
Purdue Pharma L.P.,1124137088.0,236.98
Purdue Pharma L.P.,1124204136.0,33.26
Purdue Pharma L.P.,1124226907.0,68.17
Purdue Pharma L.P.,1124227103.0,190.11
Purdue Pharma L.P.,1124348784.0,55.75
Purdue Pharma L.P.,1134102957.0,20.78
Purdue Pharma L.P.,1134103666.0,32.739999999999995
Purdue Pharma L.P.,1134115082.0,12.08
Purdue Pharma L.P.,1134192610.0,18.9
Purdue Pharma L.P.,1134216757.0,61.06
Purdue Pharma L.P.,1134276736.0,178.57999999999998
Purdue Pharma L.P.,1134381593.0,41.72
Purdue Pharma L.P.,1144213646.0,28.439999999999998
Purdue Pharma L.P.,1144213745.0,47.03
Purdue Pharma L.P.,1144228453.0,13.15
Purdue Pharma L.P.,1144267790.0,15.91
Purdue Pharma L.P.,1144291147.0,90.14
Purdue Pharma L.P.,1144292640.0,74.58
Purdue Pharma L.P.,1144292764.0,107.69
Purdue Pharma L.P.,1144586439.0,33.65
Purdue Pharma L.P.,1154312569.0,17.43
Purdue Pharma L.P.,1154321891.0,140.52
Purdue Pharma L.P.,1154328136.0,152.51000000000002
Purdue Pharma L.P.,1154331452.0,56.24
Purdue Pharma L.P.,1154334654.0,12.1
Purdue Pharma L.P.,1154335321.0,22.24
Purdue Pharma L.P.,1154344877.0,25.96
Purdue Pharma L.P.,1154351294.0,40.46
Purdue Pharma L.P.,1154372290.0,165.82999999999998
Purdue Pharma L.P.,1154382604.0,15.2
Purdue Pharma L.P.,1154385565.0,40.519999999999996
Purdue Pharma L.P.,1154396802.0,17.89
Purdue Pharma L.P.,1154412138.0,35.4
Purdue Pharma L.P.,1154532612.0,106.9
Purdue Pharma L.P.,1154648673.0,18.54
Purdue Pharma L.P.,1154648772.0,174.45
Purdue Pharma L.P.,1164406344.0,35.07
Purdue Pharma L.P.,1164410833.0,46.019999999999996
Purdue Pharma L.P.,1164417648.0,14.36
Purdue Pharma L.P.,1164434015.0,132.32999999999998
Purdue Pharma L.P.,1164471942.0,13.43
Purdue Pharma L.P.,1164472486.0,11.44
Purdue Pharma L.P.,1164492625.0,11.74
Purdue Pharma L.P.,1164492831.0,35.19
Purdue Pharma L.P.,1164539920.0,10.86
Purdue Pharma L.P.,1164587697.0,108.1
Purdue Pharma L.P.,1164622841.0,29.78
Purdue Pharma L.P.,1164644548.0,62.739999999999995
Purdue Pharma L.P.,1164697124.0,15.94
Purdue Pharma L.P.,1174518237.0,18.16
Purdue Pharma L.P.,1174526180.0,85.52
Purdue Pharma L.P.,1174548499.0,38.64
Purdue Pharma L.P.,1174564504.0,13.14
Purdue Pharma L.P.,1174568612.0,26.02
Purdue Pharma L.P.,1174580070.0,11.39
Purdue Pharma L.P.,1174586689.0,41.39
Purdue Pharma L.P.,1174593958.0,18.85
Purdue Pharma L.P.,1174732861.0,16.45
Purdue Pharma L.P.,1174740419.0,57.83
Purdue Pharma L.P.,1174751929.0,159.32
Purdue Pharma L.P.,1174814149.0,26.65
Purdue Pharma L.P.,1174963656.0,12.08
Purdue Pharma L.P.,1184622391.0,23.25
Purdue Pharma L.P.,1184629552.0,14.57
Purdue Pharma L.P.,1184642407.0,98.35
Purdue Pharma L.P.,1184643488.0,15.47
Purdue Pharma L.P.,1184660474.0,152.09
Purdue Pharma L.P.,1184666554.0,35.14
Purdue Pharma L.P.,1184689648.0,10.91
Purdue Pharma L.P.,1184695363.0,23.18
Purdue Pharma L.P.,1194083121.0,106.74
Purdue Pharma L.P.,1194163964.0,70.41
Purdue Pharma L.P.,1194721506.0,49.46
Purdue Pharma L.P.,1194722280.0,32.83
Purdue Pharma L.P.,1194729566.0,41.05
Purdue Pharma L.P.,1194729996.0,36.74
Purdue Pharma L.P.,1194731547.0,61.21
Purdue Pharma L.P.,1194766162.0,29.259999999999998
Purdue Pharma L.P.,1194769596.0,12.96
Purdue Pharma L.P.,1194777466.0,164.73
Purdue Pharma L.P.,1194785436.0,15.19
Purdue Pharma L.P.,1194791574.0,23.130000000000003
Purdue Pharma L.P.,1205821519.0,17.71
Purdue Pharma L.P.,1205834397.0,23.25
Purdue Pharma L.P.,1205868668.0,186.23
Purdue Pharma L.P.,1205883139.0,33.59
Purdue Pharma L.P.,1205890258.0,69.56
Purdue Pharma L.P.,1215032958.0,40.010000000000005
Purdue Pharma L.P.,1215049762.0,19.47
Purdue Pharma L.P.,1215071972.0,16.18
Purdue Pharma L.P.,1215082656.0,29.45
Purdue Pharma L.P.,1215124599.0,98.49000000000001
Purdue Pharma L.P.,1215943568.0,38.01
Purdue Pharma L.P.,1215970769.0,40.91
Purdue Pharma L.P.,1215984760.0,15.87
Purdue Pharma L.P.,1215990585.0,12.78
Purdue Pharma L.P.,1225020001.0,15.0
Purdue Pharma L.P.,1225021439.0,61.449999999999996
Purdue Pharma L.P.,1225090244.0,62.06
Purdue Pharma L.P.,1225144520.0,10.65
Purdue Pharma L.P.,1235103631.0,15.34
Purdue Pharma L.P.,1235122300.0,16.4
Purdue Pharma L.P.,1235138975.0,12.97
Purdue Pharma L.P.,1235152406.0,31.05
Purdue Pharma L.P.,1235154469.0,20.0
Purdue Pharma L.P.,1235171646.0,28.64
Purdue Pharma L.P.,1235173808.0,94.88
Purdue Pharma L.P.,1235215567.0,12.38
Purdue Pharma L.P.,1235224841.0,12.38
Purdue Pharma L.P.,1235249913.0,65.3
Purdue Pharma L.P.,1235296039.0,14.3
Purdue Pharma L.P.,1235353848.0,11.84
Purdue Pharma L.P.,1235427246.0,105.34
